Ballot,ID,Year,Region,Gender,Race,Education,Marital,Religion,Happy,Income,PolParty,Politics,OwnGun,GunLaw,SpendMilitary,SpendEduc,SpendEnv,SpendSci,SpendSpace,SpendDrug,Pres12,Postlife
Ballot a,1343,2018,South atlantic,Male,White,Junior college,Divorced,None,Pretty happy,$20000 - 24999,Not str republican,Slightly liberal,Yes,Favor,Not applicable,Not applicable,Not applicable,Too little,Not applicable,Not applicable,Romney,Don't know
Ballot c,1344,2018,South atlantic,Female,White,High school,Married,None,Very happy,Don't know,Independent,Slghtly conservative,Yes,Oppose,Too little,About right,About right,About right,About right,Too little,Not applicable,Yes
Ballot a,1345,2018,South atlantic,Female,White,High school,Divorced,Catholic,Very happy,$25000 or more,Not str republican,Slightly liberal,No,Favor,Too little,Too little,About right,Too little,About right,About right,Not applicable,Yes
Ballot c,1346,2018,South atlantic,Male,White,High school,Never married,None,Pretty happy,$25000 or more,Not str republican,Slightly liberal,No,Favor,Not applicable,Not applicable,Not applicable,Too little,Not applicable,Not applicable,Not applicable,Yes
Ballot a,1347,2018,South atlantic,Male,White,Junior college,Divorced,None,Pretty happy,$25000 or more,Strong republican,Moderate,Yes,Favor,Not applicable,Not applicable,Not applicable,Too little,Not applicable,Not applicable,Obama,Yes
Ballot b,1348,2018,South atlantic,Male,White,Lt high school,Divorced,Christian,Very happy,$25000 or more,Other party,Extremely liberal,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,About right,Not applicable,Not applicable,Not applicable,Yes
Ballot c,1349,2018,South atlantic,Female,White,Graduate,Married,Catholic,Pretty happy,$25000 or more,Independent,Moderate,No,Favor,About right,Too little,Too little,Too little,Too little,Too little,Obama,Yes
Ballot b,1350,2018,South atlantic,Female,White,High school,Never married,Protestant,Pretty happy,$25000 or more,"Ind,near rep",Slightly liberal,Not applicable,Not applicable,About right,Too little,Too little,Too little,Too little,Too little,Obama,Yes
Ballot c,1351,2018,South atlantic,Male,White,High school,Never married,Protestant,Pretty happy,Don't know,"Ind,near rep",Moderate,Yes,Oppose,Too little,Too little,About right,Too little,Too little,About right,Not applicable,Yes
Ballot a,1352,2018,South atlantic,Female,White,High school,Married,Protestant,Very happy,$25000 or more,Not str republican,Moderate,Yes,Favor,Too little,Too little,About right,About right,About right,About right,Not applicable,Yes
Ballot b,1353,2018,South atlantic,Female,Other,High school,Never married,None,Pretty happy,$25000 or more,Strong democrat,Liberal,Not applicable,Not applicable,Too much,Too little,Too little,Don't know,Too little,Too little,Obama,Don't know
Ballot a,1354,2018,South atlantic,Male,White,High school,Married,Protestant,Pretty happy,$25000 or more,Independent,Moderate,No,Favor,Not applicable,Not applicable,Not applicable,About right,Not applicable,Not applicable,Obama,Yes
Ballot b,1355,2018,South atlantic,Female,White,High school,Divorced,Protestant,Very happy,$25000 or more,Not str democrat,Don't know,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Too little,Not applicable,Not applicable,Obama,Yes
Ballot a,1356,2018,South atlantic,Female,Other,Graduate,Never married,Hinduism,Pretty happy,$20000 - 24999,"Ind,near dem",Moderate,No,Favor,Too much,Too little,Too little,Too little,About right,Don't know,Not applicable,No
Ballot c,1357,2018,South atlantic,Male,White,High school,Never married,None,Pretty happy,$1000 to 2999,Strong democrat,Extremely liberal,No,Favor,Not applicable,Not applicable,Not applicable,Too little,Not applicable,Not applicable,Not applicable,No
Ballot b,1358,2018,South atlantic,Male,White,High school,Never married,None,Pretty happy,$25000 or more,"Ind,near rep",Slghtly conservative,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Too little,Not applicable,Not applicable,Romney,Yes
Ballot a,1359,2018,South atlantic,Female,White,Graduate,Married,Protestant,Very happy,Refused,Strong democrat,Liberal,Yes,Favor,Too much,Too little,Too little,Too little,Too little,Too little,Obama,Yes
Ballot b,1360,2018,South atlantic,Female,White,High school,Never married,None,Pretty happy,$25000 or more,Strong democrat,Slightly liberal,Not applicable,Not applicable,Too much,Too little,Too little,Too little,Too little,Too little,Obama,Don't know
Ballot a,1361,2018,South atlantic,Male,White,High school,Never married,Catholic,Not too happy,$1000 to 2999,"Ind,near rep",Slghtly conservative,No,Favor,Not applicable,Not applicable,Not applicable,Too little,Not applicable,Not applicable,Not applicable,Yes
Ballot c,1362,2018,South atlantic,Male,White,High school,Never married,None,Pretty happy,Refused,"Ind,near rep",Slghtly conservative,No,Favor,About right,Too little,Too little,About right,About right,Too little,Not applicable,Don't know
Ballot a,1363,2018,South atlantic,Male,White,High school,Never married,Protestant,Not too happy,Refused,Independent,Extremely liberal,Yes,Favor,Too little,Too little,Don't know,Too much,Don't know,Too little,Not applicable,No
Ballot c,1364,2018,South atlantic,Male,White,High school,Married,Protestant,Pretty happy,$25000 or more,Independent,Moderate,Yes,Favor,Not applicable,Not applicable,Not applicable,Too little,Not applicable,Not applicable,Romney,Yes
Ballot b,1365,2018,South atlantic,Female,White,High school,Married,Protestant,Pretty happy,$25000 or more,Independent,Moderate,Not applicable,Not applicable,Too much,Too little,Too little,Too little,Too much,Too little,Obama,Yes
Ballot a,1366,2018,South atlantic,Female,White,Lt high school,Married,Catholic,Very happy,$25000 or more,"Ind,near dem",Moderate,No,Favor,Too little,Too little,Too little,Too little,About right,Too little,Not applicable,Yes
Ballot c,1367,2018,South atlantic,Male,White,High school,Married,Protestant,Pretty happy,$20000 - 24999,Not str republican,Slghtly conservative,No,Favor,Not applicable,Not applicable,Not applicable,About right,Not applicable,Not applicable,Romney,Yes
Ballot b,1368,2018,South atlantic,Male,White,Bachelor,Married,Protestant,Pretty happy,$25000 or more,Strong democrat,Liberal,Not applicable,Not applicable,About right,Too little,Too little,Too little,Don't know,Too little,Obama,Yes
Ballot a,1369,2018,South atlantic,Female,White,High school,Married,None,Pretty happy,$10000 - 14999,Not str democrat,Moderate,No,Favor,Not applicable,Not applicable,Not applicable,About right,Not applicable,Not applicable,Not applicable,Don't know
Ballot c,1370,2018,South atlantic,Female,White,High school,Married,Protestant,Pretty happy,$25000 or more,Strong republican,Conservative,Yes,Favor,Too little,Too much,Too much,About right,About right,Too little,No answer,Yes
Ballot b,1371,2018,South atlantic,Male,White,High school,Married,None,Not too happy,$25000 or more,Not str republican,Slghtly conservative,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Too little,Not applicable,Not applicable,Not applicable,No
Ballot a,1372,2018,South atlantic,Male,White,High school,Married,Protestant,Pretty happy,$25000 or more,Not str republican,Extrmly conservative,Yes,Oppose,Not applicable,Not applicable,Not applicable,Too much,Not applicable,Not applicable,Romney,Yes
Ballot c,1373,2018,South atlantic,Male,White,Graduate,Married,Protestant,Pretty happy,$25000 or more,Not str republican,Slghtly conservative,Yes,Favor,Too little,Too little,About right,About right,About right,Too much,Romney,Yes
Ballot a,1374,2018,South atlantic,Female,White,High school,Married,Protestant,Pretty happy,$25000 or more,Not str republican,Slghtly conservative,Yes,Oppose,About right,About right,Too little,Too much,Don't know,About right,Not applicable,Yes
Ballot c,1375,2018,South atlantic,Female,Black,Bachelor,Married,Protestant,Pretty happy,$25000 or more,Strong democrat,Moderate,No,Don't know,Not applicable,Not applicable,Not applicable,Don't know,Not applicable,Not applicable,Obama,Don't know
Ballot b,1376,2018,South atlantic,Female,White,High school,Divorced,No answer,Pretty happy,$25000 or more,Strong republican,Moderate,Not applicable,Not applicable,About right,Too much,Too little,Too little,About right,Too little,Obama,Yes
Ballot c,1377,2018,South atlantic,Female,White,Bachelor,Married,None,Very happy,$25000 or more,Strong republican,Conservative,Yes,Favor,Too little,Too little,About right,About right,Too little,Too little,Romney,Yes
Ballot a,1378,2018,South atlantic,Female,White,High school,Divorced,Christian,Pretty happy,$25000 or more,Not str republican,Moderate,Yes,Favor,Not applicable,Not applicable,Not applicable,Don't know,Not applicable,Not applicable,Obama,No
Ballot c,1379,2018,South atlantic,Female,White,High school,Divorced,Protestant,Pretty happy,$25000 or more,Not str democrat,Slghtly conservative,Yes,Favor,About right,Too little,About right,About right,Too much,Too little,Obama,Yes
Ballot a,1380,2018,South atlantic,Female,Black,Graduate,Married,Protestant,Very happy,$25000 or more,Strong democrat,Moderate,Yes,Favor,About right,Too little,Too much,About right,Don't know,About right,Obama,Yes
Ballot c,1381,2018,South atlantic,Male,Other,Lt high school,Married,Catholic,Pretty happy,$10000 - 14999,"Ind,near dem",Liberal,No,Oppose,Not applicable,Not applicable,Not applicable,Too much,Not applicable,Not applicable,Not applicable,No
Ballot a,1382,2018,South atlantic,Male,White,High school,Married,None,Very happy,$25000 or more,Independent,Moderate,Yes,Favor,Not applicable,Not applicable,Not applicable,About right,Not applicable,Not applicable,Obama,No
Ballot c,1383,2018,South atlantic,Male,White,Junior college,Married,Other,Not too happy,$25000 or more,"Ind,near rep",Moderate,Yes,Favor,Too little,Too little,Too little,Too much,Too much,Too little,Obama,Yes
Ballot b,1384,2018,South atlantic,Male,White,Bachelor,Married,Protestant,Very happy,Refused,Not str republican,Conservative,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,About right,Not applicable,Not applicable,Romney,No
Ballot c,1385,2018,South atlantic,Female,White,Bachelor,Divorced,Protestant,Pretty happy,$25000 or more,Strong democrat,Extremely liberal,No,Favor,Not applicable,Not applicable,Not applicable,Too little,Not applicable,Not applicable,Obama,Yes
Ballot c,1386,2018,South atlantic,Female,White,Bachelor,Divorced,Protestant,Very happy,$20000 - 24999,Strong democrat,Slightly liberal,No,Favor,Not applicable,Not applicable,Not applicable,About right,Not applicable,Not applicable,Obama,Yes
Ballot a,1387,2018,South atlantic,Male,White,Lt high school,Married,Don't know,Pretty happy,$15000 - 19999,Strong republican,Conservative,No,Favor,Not applicable,Not applicable,Not applicable,About right,Not applicable,Not applicable,Not applicable,No
Ballot c,1388,2018,South atlantic,Female,White,Junior college,Married,Protestant,Very happy,$25000 or more,Strong republican,Extrmly conservative,Refused,Favor,Too little,About right,About right,About right,Don't know,About right,Romney,Yes
Ballot a,1389,2018,South atlantic,Female,White,Graduate,Married,Protestant,Pretty happy,$25000 or more,Other party,Moderate,No,Favor,About right,Too little,Too little,About right,Don't know,Too little,Obama,Yes
Ballot c,1390,2018,South atlantic,Male,White,High school,Never married,Protestant,Very happy,Refused,Not str democrat,Moderate,Yes,Favor,Not applicable,Not applicable,Not applicable,Too little,Not applicable,Not applicable,Obama,Yes
Ballot c,1391,2018,South atlantic,Male,White,Junior college,Married,Protestant,Pretty happy,$25000 or more,Independent,Moderate,Refused,Favor,About right,Too little,Too little,Too little,Too much,About right,Not applicable,Yes
Ballot a,1392,2018,South atlantic,Female,White,Graduate,Never married,Protestant,Pretty happy,$25000 or more,Not str republican,Conservative,Yes,Favor,About right,Too little,Too little,Too little,Too much,Too little,Romney,Yes
Ballot c,1393,2018,South atlantic,Male,White,Lt high school,Married,Protestant,Pretty happy,$25000 or more,Independent,Moderate,Yes,Favor,Not applicable,Not applicable,Not applicable,About right,Not applicable,Not applicable,Obama,Yes
Ballot b,1394,2018,South atlantic,Female,White,High school,Divorced,Protestant,Pretty happy,Refused,Strong republican,Extrmly conservative,Not applicable,Not applicable,Too little,Too little,Don't know,Too little,Too much,Too little,Romney,Yes
Ballot a,1395,2018,South atlantic,Male,White,High school,Married,Protestant,Pretty happy,$25000 or more,Not str democrat,Slghtly conservative,Yes,Favor,Not applicable,Not applicable,Not applicable,Too little,Not applicable,Not applicable,Not applicable,Yes
Ballot b,1396,2018,South atlantic,Male,White,Junior college,Married,Protestant,Pretty happy,$25000 or more,Independent,Moderate,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Too much,Not applicable,Not applicable,Obama,Yes
Ballot c,1397,2018,South atlantic,Male,White,High school,Married,Don't know,Pretty happy,$25000 or more,Strong republican,Moderate,Yes,Favor,Not applicable,Not applicable,Not applicable,Too much,Not applicable,Not applicable,Obama,Yes
Ballot a,1398,2018,South atlantic,Female,White,High school,Widowed,Protestant,Pretty happy,$10000 - 14999,Not str democrat,Moderate,No,Favor,Not applicable,Not applicable,Not applicable,Too little,Not applicable,Not applicable,Obama,No
Ballot c,1399,2018,South atlantic,Female,Other,High school,Married,None,Very happy,Don't know,Not str democrat,Don't know,No,Don't know,Too little,About right,Too little,Too little,Too much,Too little,Obama,Yes
Ballot b,1400,2018,South atlantic,Male,Black,Bachelor,Never married,None,Pretty happy,$25000 or more,Independent,Moderate,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Too little,Not applicable,Not applicable,Obama,Yes
Ballot a,1401,2018,South atlantic,Female,Black,Lt high school,Widowed,Protestant,Pretty happy,Lt $1000,Strong democrat,Liberal,No,Favor,Too much,About right,About right,About right,About right,Too little,Obama,Don't know
Ballot b,1402,2018,South atlantic,Male,White,High school,Married,Protestant,Very happy,$20000 - 24999,Strong republican,Conservative,Not applicable,Not applicable,Too little,About right,About right,About right,Too much,Too much,Didn't vote for president,Don't know
